Name,Filter,Object,ExposureMode,UT
NCzf200410.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:8m:12.0s)               
NCzf200411.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:8m:34.0s)               
NCzf200412.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:8m:57.0s)               
NCzf200413.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:9m:19.0s)               
NCzf200414.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:9m:41.0s)               
NCzf200415.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:10m:3.0s)               
NCzf200416.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:10m:26.0s)               
NCzf200417.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:10m:48.0s)               
NCzf200418.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:11m:11.0s)               
NCzf200419.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:11m:33.0s)               
NCzf200420.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:11m:55.0s)               
NCzf200421.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:12m:17.0s)               
NCzf200422.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:12m:40.0s)               
NCzf200423.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:13m:2.0s)               
NCzf200424.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:13m:24.0s)               
NCzf200425.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:13m:46.0s)               
NCzf200426.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:14m:8.0s)               
NCzf200427.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:14m:30.0s)               
NCzf200428.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:14m:52.0s)               
NCzf200429.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:15m:15.0s)               
NCzf200430.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:15m:37.0s)               
NCzf200431.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:16m:0.0s)               
NCzf200432.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:16m:21.0s)               
NCzf200433.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:16m:44.0s)               
NCzf200434.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:17m:6.0s)               
NCzf200435.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:17m:29.0s)               
NCzf200436.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:17m:51.0s)               
NCzf200437.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:18m:14.0s)               
NCzf200438.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:18m:36.0s)               
NCzf200439.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:18m:58.0s)               
NCzf200440.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:19m:20.0s)               
NCzf200441.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:19m:44.0s)               
NCzf200442.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:20m:6.0s)               
NCzf200443.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:20m:28.0s)               
NCzf200444.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:20m:50.0s)               
NCzf200445.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:21m:13.0s)               
NCzf200446.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:21m:36.0s)               
NCzf200447.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:21m:58.0s)               
NCzf200448.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:22m:21.0s)               
NCzf200449.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:22m:43.0s)               
NCzf200450.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:23m:6.0s)               
NCzf200451.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:23m:28.0s)               
NCzf200452.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:23m:50.0s)               
NCzf200453.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:24m:13.0s)               
NCzf200454.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:24m:35.0s)               
NCzf200455.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:24m:58.0s)               
NCzf200456.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:25m:19.0s)               
NCzf200457.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:25m:42.0s)               
NCzf200458.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:26m:4.0s)               
NCzf200459.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:26m:26.0s)               
NCzf200460.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:26m:49.0s)               
NCzf200461.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:27m:12.0s)               
NCzf200462.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:27m:34.0s)               
NCzf200463.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:27m:56.0s)               
NCzf200464.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:28m:19.0s)               
NCzf200465.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:28m:41.0s)               
NCzf200466.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start ( 23h:29m:4.0s)               
NCzf200467.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:29m:26.0s)               
NCzf200468.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:29m:49.0s)               
NCzf200469.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:30m:11.0s)               
NCzf200470.fits,Kprime,zenith,frames 3.6 3, TCS UTC at start (23h:30m:33.0s)               
NCzf200471.fits,Kprime,Halogen 1,expose 7.0, TCS UTC at start ( 10h:13m:0.0s)               
NCzf200472.fits,Kprime,Halogen 2,expose 7.0, TCS UTC at start (10h:13m:18.0s)               
NCzf200473.fits,Kprime,Halogen 3,expose 7.0, TCS UTC at start (10h:13m:35.0s)               
NCzf200474.fits,Kprime,Halogen 4,expose 7.0, TCS UTC at start (10h:13m:53.0s)               
NCzf200475.fits,Kprime,Halogen 5,expose 7.0, TCS UTC at start (10h:14m:10.0s)               
NCzf200476.fits,Kprime,Halogen 6,expose 7.0, TCS UTC at start (10h:14m:26.0s)               
NCzf200477.fits,Kprime,Halogen 7,expose 7.0, TCS UTC at start (10h:14m:44.0s)               
NCzf200478.fits,Kprime,Halogen 8,expose 7.0, TCS UTC at start ( 10h:15m:1.0s)               
NCzf200479.fits,Kprime,Halogen 9,expose 7.0, TCS UTC at start (10h:15m:18.0s)               
NCzf200480.fits,Kprime,Halogen 10,expose 7.0, TCS UTC at start (10h:15m:36.0s)               
NCzf200481.fits,Kprime,Halogen 11,expose 7.0, TCS UTC at start (10h:15m:53.0s)               
NCzf200482.fits,Kprime,dfra3603 1,dframes 3.6 3, TCS UTC at start ( 10h:17m:0.0s)               
NCzf200483.fits,Kprime,dfra3603 2,dframes 3.6 3, TCS UTC at start (10h:17m:20.0s)               
